"year","quarter","org_code","nr_operating_theatres","nr_day_case_theatres","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
2015,"Q2","RL1",10,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2015,"Q3","RL1",10,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2015,"Q4","RL1",10,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2016,"Q1","RL1",10,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2016,"Q2","RL1",10,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2016,"Q3","RL1",11,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2016,"Q4","RL1",11,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2017,"Q1","RL1",11,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2017,"Q2","RL1",11,1,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2017,"Q3","RL1",12,2,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2017,"Q4","RL1",12,2,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2018,"Q1","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2018,"Q2","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2018,"Q3","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2018,"Q4","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2019,"Q1","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2019,"Q2","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2019,"Q3","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2021,"Q3","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2021,"Q4","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2022,"Q1","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2022,"Q2","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2022,"Q3","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2022,"Q4","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2023,"Q1","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2023,"Q2","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2023,"Q3","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2023,"Q4","RL1",11,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2024,"Q1","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2024,"Q2","RL1",12,0,0,"THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST",0,0
2003,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2003,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2003,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2004,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2004,"Q2","RL4",19,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2004,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2004,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2005,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2005,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2005,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2005,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2006,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2006,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2006,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2006,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2007,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2007,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2007,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2007,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2008,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2008,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2008,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2008,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2009,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2009,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2009,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2009,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2010,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2010,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2011,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2011,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2011,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2012,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2012,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2013,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2013,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2013,"Q3","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2013,"Q4","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2014,"Q1","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2014,"Q2","RL4",16,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2014,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2014,"Q4","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2015,"Q1","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2015,"Q2","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2015,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2015,"Q4","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2016,"Q1","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2016,"Q2","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2016,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2016,"Q4","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2017,"Q1","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2017,"Q2","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2017,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2017,"Q4","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2018,"Q1","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2018,"Q2","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2018,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2018,"Q4","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2019,"Q1","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2019,"Q2","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2019,"Q3","RL4",21,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2021,"Q3","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2021,"Q4","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2022,"Q1","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2022,"Q2","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2022,"Q3","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2022,"Q4","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2023,"Q1","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2023,"Q2","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2023,"Q3","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2023,"Q4","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2024,"Q1","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2024,"Q2","RL4",30,2,0,"THE ROYAL WOLVERHAMPTON NHS TRUST",0,0
2003,"Q2","RLN",19,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2003,"Q3","RLN",20,3,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2003,"Q4","RLN",20,3,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2004,"Q1","RLN",20,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2004,"Q2","RLN",20,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2004,"Q3","RLN",22,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2004,"Q4","RLN",23,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2005,"Q1","RLN",23,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2005,"Q2","RLN",22,3,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2005,"Q3","RLN",23,4,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2005,"Q4","RLN",24,5,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2006,"Q1","RLN",24,5,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2006,"Q2","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2006,"Q3","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2006,"Q4","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2007,"Q1","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2007,"Q2","RLN",25,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2007,"Q3","RLN",25,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2007,"Q4","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2008,"Q1","RLN",24,7,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2008,"Q2","RLN",23,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2008,"Q3","RLN",25,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2008,"Q4","RLN",25,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2009,"Q1","RLN",23,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2009,"Q2","RLN",23,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2009,"Q3","RLN",23,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2009,"Q4","RLN",23,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2010,"Q3","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2010,"Q4","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2011,"Q1","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2011,"Q2","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2011,"Q3","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2012,"Q2","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2012,"Q4","RLN",24,6,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2013,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2013,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2013,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2013,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2014,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2014,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2014,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2014,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2015,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2015,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2015,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2015,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2016,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2016,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2016,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2016,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2017,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2017,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2017,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2017,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2018,"Q1","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2018,"Q2","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2018,"Q3","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2018,"Q4","RLN",24,2,0,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0,0
2003,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2003,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2003,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2004,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2004,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2004,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2004,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2005,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2005,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2005,"Q3","RLQ",6,0,0,"WYE VALLEY NHS TRUST",0,0
2005,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2006,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2006,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2006,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2006,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2007,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2007,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2007,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2007,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2008,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2008,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2008,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2008,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2009,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2009,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2009,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2009,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2010,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2010,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2011,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2011,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2011,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2012,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2012,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2013,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2013,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2013,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2013,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2014,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2014,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2014,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2014,"Q4","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2015,"Q1","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2015,"Q2","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2015,"Q3","RLQ",8,0,0,"WYE VALLEY NHS TRUST",0,0
2015,"Q4","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2016,"Q1","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2016,"Q2","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2016,"Q3","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2016,"Q4","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2017,"Q1","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2017,"Q2","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2017,"Q3","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2017,"Q4","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2018,"Q1","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2018,"Q2","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2018,"Q3","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2018,"Q4","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2019,"Q1","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2019,"Q2","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2019,"Q3","RLQ",9,0,0,"WYE VALLEY NHS TRUST",0,0
2021,"Q3","RLQ",10,0,0,"WYE VALLEY NHS TRUST",0,0
2021,"Q4","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2022,"Q1","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2022,"Q2","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2022,"Q3","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2022,"Q4","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2023,"Q1","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2023,"Q2","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2023,"Q3","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2023,"Q4","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2024,"Q1","RLQ",13,3,0,"WYE VALLEY NHS TRUST",0,0
2024,"Q2","RLQ",14,6,0,"WYE VALLEY NHS TRUST",0,0
2003,"Q2","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2003,"Q3","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2003,"Q4","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2004,"Q1","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2004,"Q2","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2004,"Q3","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2004,"Q4","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2005,"Q1","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2005,"Q2","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2005,"Q3","RLT",7,2,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2005,"Q4","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2006,"Q1","RLT",8,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2006,"Q2","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2006,"Q3","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2006,"Q4","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2007,"Q1","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2007,"Q2","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2007,"Q3","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2007,"Q4","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2008,"Q1","RLT",7,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2008,"Q2","RLT",8,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2008,"Q3","RLT",8,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2008,"Q4","RLT",8,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2009,"Q1","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2009,"Q2","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2009,"Q3","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2009,"Q4","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2010,"Q3","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2010,"Q4","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2011,"Q1","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2011,"Q2","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2011,"Q3","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2012,"Q2","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2012,"Q4","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2013,"Q1","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2013,"Q2","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2013,"Q3","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2013,"Q4","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
2014,"Q1","RLT",9,3,0,"GEORGE ELIOT HOSPITAL NHS TRUST",0,0
