"org_code","number_of_adult_critical_care_beds_open","date","month","year","number_of_paediatric_intensive_care_beds_open","number_of_neonatal_critical_care_cots_or_beds_open","number_of_adult_critical_care_beds_occupied","number_of_paediatric_intensive_care_beds_occupied","number_of_neonatal_critical_care_cots_or_beds_occupied","adult_critical_care_beds_percent_occupied","paediatric_intensive_care_beds_percent_occupied","neonatal_critical_care_cots_or_beds_percent_occupied","number_of_non_medical_critical_care_transfers","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
"RP4",0,2014-03-01,"March",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-04-01,"April",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-05-01,"May",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-06-01,"June",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-07-01,"July",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-08-01,"August",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-09-01,"September",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-10-01,"October",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-11-01,"November",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2014-12-01,"December",2014,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-01-01,"January",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-02-01,"February",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-03-01,"March",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-04-01,"April",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-05-01,"May",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-06-01,"June",2015,37,0,0,32,0,NA,0.864864864864865,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-07-01,"July",2015,38,0,0,38,0,NA,1,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-08-01,"August",2015,38,0,0,34,0,NA,0.894736842105263,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-09-01,"September",2015,38,0,0,37,0,NA,0.973684210526316,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-10-01,"October",2015,38,0,0,35,0,NA,0.921052631578947,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-11-01,"November",2015,38,0,0,35,0,NA,0.921052631578947,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2015-12-01,"December",2015,38,0,0,33,0,NA,0.868421052631579,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-01-01,"January",2016,38,0,0,38,0,NA,1,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-02-01,"February",2016,40,0,0,38,0,NA,0.95,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-03-01,"March",2016,40,0,0,38,0,NA,0.95,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-04-01,"April",2016,40,0,0,39,0,NA,0.975,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-05-01,"May",2016,40,0,0,34,0,NA,0.85,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-06-01,"June",2016,44,0,0,40,0,NA,0.909090909090909,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-07-01,"July",2016,44,0,0,41,0,NA,0.931818181818182,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-08-01,"August",2016,44,0,0,43,0,NA,0.977272727272727,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-09-01,"September",2016,44,0,0,42,0,NA,0.954545454545455,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-10-01,"October",2016,44,0,0,38,0,NA,0.863636363636364,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-11-01,"November",2016,44,0,0,42,0,NA,0.954545454545455,0,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2016-12-01,"December",2016,36,8,0,31,8,NA,0.861111111111111,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-01-01,"January",2017,36,8,0,33,7,NA,0.916666666666667,0.875,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-02-01,"February",2017,36,8,0,31,6,NA,0.861111111111111,0.75,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-03-01,"March",2017,36,8,0,32,8,NA,0.888888888888889,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-04-01,"April",2017,38,9,0,34,8,NA,0.894736842105263,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-05-01,"May",2017,38,9,0,31,6,NA,0.81578947368421,0.666666666666667,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-06-01,"June",2017,38,9,0,30,7,NA,0.789473684210526,0.777777777777778,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-07-01,"July",2017,38,9,0,34,8,NA,0.894736842105263,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-08-01,"August",2017,38,9,0,28,8,NA,0.736842105263158,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-09-01,"September",2017,38,9,0,34,9,NA,0.894736842105263,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-10-01,"October",2017,38,9,0,32,8,NA,0.842105263157895,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-11-01,"November",2017,38,9,0,36,8,NA,0.947368421052632,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2017-12-01,"December",2017,38,9,0,27,6,NA,0.710526315789474,0.666666666666667,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-01-01,"January",2018,35,9,0,32,9,NA,0.914285714285714,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-02-01,"February",2018,38,9,0,33,9,NA,0.868421052631579,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-03-01,"March",2018,38,9,0,35,6,NA,0.921052631578947,0.666666666666667,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-04-01,"April",2018,38,9,0,33,7,NA,0.868421052631579,0.777777777777778,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-05-01,"May",2018,38,9,0,30,4,NA,0.789473684210526,0.444444444444444,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-06-01,"June",2018,38,9,0,30,8,NA,0.789473684210526,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-07-01,"July",2018,38,9,0,31,9,NA,0.81578947368421,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-08-01,"August",2018,38,9,0,30,5,NA,0.789473684210526,0.555555555555556,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-09-01,"September",2018,38,9,0,38,7,NA,1,0.777777777777778,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-10-01,"October",2018,38,9,0,31,5,NA,0.81578947368421,0.555555555555556,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-11-01,"November",2018,38,8,0,26,8,NA,0.68421052631579,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2018-12-01,"December",2018,38,8,0,26,5,NA,0.68421052631579,0.625,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-01-01,"January",2019,30,8,0,28,7,NA,0.933333333333333,0.875,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-02-01,"February",2019,38,10,0,30,6,NA,0.789473684210526,0.6,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-03-01,"March",2019,40,10,0,31,6,NA,0.775,0.6,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-04-01,"April",2019,37,6,0,34,4,NA,0.918918918918919,0.666666666666667,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-05-01,"May",2019,37,6,0,36,6,NA,0.972972972972973,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-06-01,"June",2019,36,7,0,25,7,NA,0.694444444444444,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-07-01,"July",2019,36,7,0,29,7,NA,0.805555555555556,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-08-01,"August",2019,35,9,0,28,8,NA,0.8,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-09-01,"September",2019,35,9,0,28,9,NA,0.8,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-10-01,"October",2019,28,6,0,25,4,NA,0.892857142857143,0.666666666666667,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-11-01,"November",2019,36,9,0,32,9,NA,0.888888888888889,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2019-12-01,"December",2019,27,6,0,26,6,NA,0.962962962962963,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2020-01-01,"January",2020,34,9,0,29,9,NA,0.852941176470588,1,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP4",0,2020-02-01,"February",2020,34,9,0,33,8,NA,0.970588235294118,0.888888888888889,0,0,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST",0,0
"RP5",18,2002-07-01,"July",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",19,2003-01-01,"January",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",20,2003-07-01,"July",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",21,2004-01-01,"January",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",21,2004-07-01,"July",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",22,2005-01-01,"January",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",22,2005-07-01,"July",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",22,2006-01-01,"January",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",22,2006-07-01,"July",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2007-01-01,"January",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",31,2010-01-01,"January",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",31,2010-07-01,"July",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2010-08-01,"August",2010,0,7,20,0,4,0.689655172413793,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2010-09-01,"September",2010,0,7,22,0,2,0.758620689655172,0,0.285714285714286,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2010-10-01,"October",2010,0,7,19,0,3,0.655172413793103,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2010-11-01,"November",2010,0,7,21,0,0,0.724137931034483,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2010-12-01,"December",2010,0,7,19,0,0,0.655172413793103,0,0,2,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-01-01,"January",2011,0,7,19,0,4,0.655172413793103,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-02-01,"February",2011,0,7,19,0,0,0.655172413793103,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-03-01,"March",2011,0,7,20,0,1,0.689655172413793,0,0.142857142857143,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-04-01,"April",2011,0,7,21,0,3,0.724137931034483,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-05-01,"May",2011,0,7,20,0,3,0.689655172413793,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-06-01,"June",2011,0,7,20,0,3,0.689655172413793,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-07-01,"July",2011,0,7,19,0,5,0.655172413793103,0,0.714285714285714,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-08-01,"August",2011,0,7,22,0,3,0.758620689655172,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-09-01,"September",2011,0,7,24,0,3,0.827586206896552,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-10-01,"October",2011,0,7,24,0,4,0.827586206896552,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-11-01,"November",2011,0,7,24,0,3,0.827586206896552,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2011-12-01,"December",2011,0,7,22,0,4,0.758620689655172,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2012-01-01,"January",2012,0,7,25,0,3,0.862068965517241,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",29,2012-02-01,"February",2012,0,7,22,0,3,0.758620689655172,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2012-03-01,"March",2012,0,7,22,0,2,0.814814814814815,0,0.285714285714286,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",28,2012-04-01,"April",2012,0,7,22,0,5,0.785714285714286,0,0.714285714285714,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-05-01,"May",2012,0,7,20,0,5,0.769230769230769,0,0.714285714285714,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-06-01,"June",2012,0,7,20,0,4,0.769230769230769,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-07-01,"July",2012,0,7,22,0,1,0.846153846153846,0,0.142857142857143,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-08-01,"August",2012,0,7,19,0,4,0.730769230769231,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-09-01,"September",2012,0,7,22,0,4,0.846153846153846,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2012-10-01,"October",2012,0,7,24,0,3,0.888888888888889,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-11-01,"November",2012,0,7,23,0,4,0.884615384615385,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2012-12-01,"December",2012,0,7,24,0,6,0.923076923076923,0,0.857142857142857,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-01-01,"January",2013,0,7,22,0,3,0.846153846153846,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-02-01,"February",2013,0,7,22,0,4,0.846153846153846,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-03-01,"March",2013,0,7,24,0,5,0.923076923076923,0,0.714285714285714,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2013-04-01,"April",2013,0,7,20,0,1,0.740740740740741,0,0.142857142857143,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-05-01,"May",2013,0,7,23,0,6,0.884615384615385,0,0.857142857142857,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-06-01,"June",2013,0,7,19,0,0,0.730769230769231,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2013-07-01,"July",2013,0,7,21,0,3,0.807692307692308,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2013-08-01,"August",2013,0,7,3,0,3,0.111111111111111,0,0.428571428571429,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2013-09-01,"September",2013,0,7,19,0,4,0.703703703703704,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2013-10-01,"October",2013,0,7,21,0,5,0.777777777777778,0,0.714285714285714,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",27,2013-11-01,"November",2013,0,7,24,0,6,0.888888888888889,0,0.857142857142857,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2013-12-01,"December",2013,0,7,23,0,4,0.92,0,0.571428571428571,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-01-01,"January",2014,0,7,20,0,4,0.8,0,0.571428571428571,3,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-02-01,"February",2014,0,7,21,0,7,0.84,0,1,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-03-01,"March",2014,0,7,23,0,0,0.92,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-04-01,"April",2014,0,6,22,0,4,0.88,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-05-01,"May",2014,0,6,22,0,2,0.88,0,0.333333333333333,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-06-01,"June",2014,0,6,21,0,2,0.84,0,0.333333333333333,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-07-01,"July",2014,0,6,22,0,0,0.88,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-08-01,"August",2014,0,6,22,0,5,0.88,0,0.833333333333333,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-09-01,"September",2014,0,6,22,0,0,0.88,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-10-01,"October",2014,0,6,19,0,4,0.76,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-11-01,"November",2014,0,6,24,0,4,0.96,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2014-12-01,"December",2014,0,6,22,0,4,0.88,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-01-01,"January",2015,0,6,23,0,5,0.92,0,0.833333333333333,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-02-01,"February",2015,0,6,23,0,1,0.92,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-03-01,"March",2015,0,6,23,0,1,0.92,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-04-01,"April",2015,0,6,21,0,3,0.84,0,0.5,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-05-01,"May",2015,0,6,23,0,5,0.92,0,0.833333333333333,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-06-01,"June",2015,0,6,22,0,4,0.88,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-07-01,"July",2015,0,6,14,0,4,0.56,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-08-01,"August",2015,0,6,23,0,3,0.92,0,0.5,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-09-01,"September",2015,0,6,22,0,0,0.88,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-10-01,"October",2015,0,6,23,0,0,0.92,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-11-01,"November",2015,0,6,23,0,3,0.92,0,0.5,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2015-12-01,"December",2015,0,6,23,0,0,0.92,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-01-01,"January",2016,0,6,25,0,0,1,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-02-01,"February",2016,0,6,23,0,1,0.92,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-03-01,"March",2016,0,6,23,0,4,0.92,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2016-04-01,"April",2016,0,6,22,0,3,0.846153846153846,0,0.5,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2016-05-01,"May",2016,0,6,25,0,0,0.961538461538462,0,0,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",26,2016-06-01,"June",2016,0,6,23,0,3,0.884615384615385,0,0.5,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-07-01,"July",2016,0,6,22,0,6,0.88,0,1,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-08-01,"August",2016,0,6,23,0,4,0.92,0,0.666666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-09-01,"September",2016,0,6,22,0,1,0.88,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-10-01,"October",2016,0,6,21,0,1,0.84,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
"RP5",25,2016-11-01,"November",2016,0,6,23,0,1,0.92,0,0.166666666666667,0,1,"DONCASTER & BASSETLAW HOSPITALS NHS TRUST",0,0
