year_var,quarter_var,SHA,organisation_code,organisation_name,area_team_code,area_team_name,region_code,region_name,nr_operating_theatres,nr_day_case_theatres
2013,Q1,,RGQ,IPSWICH HOSPITAL NHS TRUST,Q56,EAST ANGLIA AREA TEAM,,,18,6
2013,Q1,,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,10,0
2013,Q1,,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,29,9
2013,Q1,,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Q56,EAST ANGLIA AREA TEAM,,,4,1
2013,Q1,,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,5,0
2013,Q1,,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,29,11
2013,Q1,,NHM,SUFFOLK COMMUNITY HEALTHCARE,Q56,EAST ANGLIA AREA TEAM,,,1,1
2013,Q1,,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Q56,EAST ANGLIA AREA TEAM,,,11,4
2013,Q1,,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,13,5
2013,Q1,,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q57,ESSEX AREA TEAM,,,14,5
2013,Q1,,NNQ01,BRAINTREE COMMUNITY HOSPITAL,Q57,ESSEX AREA TEAM,,,2,2
2013,Q1,,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,Q57,ESSEX AREA TEAM,,,18,6
2013,Q1,,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,Q57,ESSEX AREA TEAM,,,23,0
2013,Q1,,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Q57,ESSEX AREA TEAM,,,15,3
2013,Q1,,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Q57,ESSEX AREA TEAM,,,15,6
2013,Q1,,RC1,BEDFORD HOSPITAL NHS TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,10,2
2013,Q1,,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,17,3
2013,Q1,,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,13,2
2013,Q1,,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,12,2
2013,Q1,,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,12,0
2013,Q1,,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,20,4
2013,Q1,,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Q58,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,,,15,1
2013,Q1,,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Q59,LEICESTERSHIRE AND LINCOLNSHIRE AREA TEAM,,,29,0
2013,Q1,,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Q59,LEICESTERSHIRE AND LINCOLNSHIRE AREA TEAM,,,45,5
2013,Q1,,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,18,9
2013,Q1,,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,11,0
2013,Q1,,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,19,6
2013,Q1,,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,1,0
2013,Q1,,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,10,1
2013,Q1,,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,Q60,SHROPSHIRE AND STAFFORDSHIRE AREA TEAM,,,26,0
2013,Q1,,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Q64,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",,,35,7
2013,Q1,,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Q64,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",,,15,0
2013,Q1,,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,Q64,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",,,15,5
2013,Q1,,RNZ,SALISBURY NHS FOUNDATION TRUST,Q64,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",,,15,6
2013,Q1,,R1J,THE GLOUCESTERSHIRE CARE SERVICES NATIONAL HEALTH SERVICE TRUST,Q64,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",,,1,1
2013,Q1,,RVJ,NORTH BRISTOL NHS TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,32,4
2013,Q1,,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,2,2
2013,Q1,,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,17,4
2013,Q1,,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,24,3
2013,Q1,,RA3,WESTON AREA HEALTH NHS TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,6,2
2013,Q1,,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Q65,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",,,8,3
2013,Q1,,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Q66,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",,,8,2
2013,Q1,,RK9,PLYMOUTH HOSPITALS NHS TRUST,Q66,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",,,32,0
2013,Q1,,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Q66,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",,,21,0
2013,Q1,,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Q66,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",,,21,4
2013,Q1,,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,Q66,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",,,14,4
2013,Q1,,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Q67,KENT AND MEDWAY AREA TEAM,,,9,3
2013,Q1,,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Q67,KENT AND MEDWAY AREA TEAM,,,32,11
2013,Q1,,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Q67,KENT AND MEDWAY AREA TEAM,,,19,5
2013,Q1,,RPA,MEDWAY NHS FOUNDATION TRUST,Q67,KENT AND MEDWAY AREA TEAM,,,15,4
2013,Q1,,NTP16,WILL ADAMS NHS TREATMENT CENTRE,Q67,KENT AND MEDWAY AREA TEAM,,,3,3
2013,Q1,,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,16,3
2013,Q1,,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,31,3
2013,Q1,,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,21,5
2013,Q1,,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,16,5
2013,Q1,,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,10,2
2013,Q1,,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,14,2
2013,Q1,,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,15,6
2013,Q1,,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,Q68,SURREY AND SUSSEX AREA TEAM,,,24,5
2013,Q1,,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Q69,THAMES VALLEY AREA TEAM,,,23,0
2013,Q1,,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,Q69,THAMES VALLEY AREA TEAM,,,15,0
2013,Q1,,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,Q69,THAMES VALLEY AREA TEAM,,,49,1
2013,Q1,,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Q69,THAMES VALLEY AREA TEAM,,,20,4
2013,Q1,,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,10,3
2013,Q1,,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,3,1
2013,Q1,,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,26,11
2013,Q1,,R1F,ISLE OF WIGHT NHS TRUST,Q70,WESSEX AREA TEAM,,,6,2
2013,Q1,,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,8,3
2013,Q1,,RHU,PORTSMOUTH HOSPITALS NHS TRUST,Q70,WESSEX AREA TEAM,,,31,10
2013,Q1,,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,2,2
2013,Q1,,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,16,5
2013,Q1,,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Q70,WESSEX AREA TEAM,,,31,0
2013,Q1,,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Q71,LONDON AREA TEAM,,,22,5
2013,Q1,,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,Q71,LONDON AREA TEAM,,,23,10
2013,Q1,,R1H,BARTS HEALTH NHS TRUST,Q71,LONDON AREA TEAM,,,53,9
2013,Q1,,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,18,7
2013,Q1,,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Q71,LONDON AREA TEAM,,,15,4
2013,Q1,,RC3,EALING HOSPITAL NHS TRUST,Q71,LONDON AREA TEAM,,,5,0
2013,Q1,,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Q71,LONDON AREA TEAM,,,22,8
2013,Q1,,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,11,0
2013,Q1,,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,43,17
2013,Q1,,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,8,3
2013,Q1,,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Q71,LONDON AREA TEAM,,,43,6
2013,Q1,,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,26,2
2013,Q1,,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,15,5
2013,Q1,,RJ2,LEWISHAM HEALTHCARE NHS TRUST,Q71,LONDON AREA TEAM,,,12,0
2013,Q1,,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,18,17
2013,Q1,,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Q71,LONDON AREA TEAM,,,11,5
2013,Q1,,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,Q71,LONDON AREA TEAM,,,20,6
2013,Q1,,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,11,0
2013,Q1,,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,16,0
2013,Q1,,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Q71,LONDON AREA TEAM,,,9,0
2013,Q1,,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,Q71,LONDON AREA TEAM,,,32,10
2013,Q1,,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,Q71,LONDON AREA TEAM,,,29,5
2013,Q1,,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,11,0
2013,Q1,,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,9,0
2013,Q1,,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,Q71,LONDON AREA TEAM,,,10,4
2013,Q1,,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Q71,LONDON AREA TEAM,,,30,3
2013,Q1,,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Q71,LONDON AREA TEAM,,,8,3
2013,Q2,,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Q44,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",,,13,4
2013,Q2,,RJN,EAST CHESHIRE NHS TRUST,Q44,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",,,7,1
2013,Q2,,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Q44,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",,,12,4
2013,Q2,,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,Q44,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",,,16,1
2013,Q2,,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Q44,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",,,23,1
2013,Q2,,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Q45,"DURHAM, DARLINGTON AND TEES AREA TEAM",,,27,1
2013,Q2,,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Q45,"DURHAM, DARLINGTON AND TEES AREA TEAM",,,17,4
2013,Q2,,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Q45,"DURHAM, DARLINGTON AND TEES AREA TEAM",,,37,11
2013,Q2,,RMC,BOLTON NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,13,5
2013,Q2,,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,47,7
2013,Q2,,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,39,12
2013,Q2,,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,19,0
2013,Q2,,RWJ,STOCKPORT NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,17,4
2013,Q2,,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,10,1
2013,Q2,,RBV,THE CHRISTIE NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,5,0
2013,Q2,,NTPAE,THE CROFT SHIFA HEALTH CENTRE,Q46,GREATER MANCHESTER AREA TEAM,,,1,1
2013,Q2,,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,Q46,GREATER MANCHESTER AREA TEAM,,,25,2
2013,Q2,,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Q46,GREATER MANCHESTER AREA TEAM,,,21,4
2013,Q2,,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Q47,LANCASHIRE AREA TEAM,,,16,5
2013,Q2,,NT497,BMI GISBURNE PARK HOSPITAL,Q47,LANCASHIRE AREA TEAM,,,2,0
2013,Q2,,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Q47,LANCASHIRE AREA TEAM,,,24,0
2013,Q2,,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Q47,LANCASHIRE AREA TEAM,,,27,4
2013,Q2,,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Q48,MERSEYSIDE AREA TEAM,,,18,4
2013,Q2,,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Q48,MERSEYSIDE AREA TEAM,,,12,0
2013,Q2,,NCR,ISIGHT,Q48,MERSEYSIDE AREA TEAM,,,1,1
2013,Q2,,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,Q48,MERSEYSIDE AREA TEAM,,,9,0
2013,Q2,,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Q48,MERSEYSIDE AREA TEAM,,,5,0
2013,Q2,,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,Q48,MERSEYSIDE AREA TEAM,,,22,3
2013,Q2,,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Q48,MERSEYSIDE AREA TEAM,,,12,0
2013,Q2,,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,Q48,MERSEYSIDE AREA TEAM,,,21,7
2013,Q2,,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,Q48,MERSEYSIDE AREA TEAM,,,6,0
2013,Q2,,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,24,2
2013,Q2,,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,12,0
2013,Q2,,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,15,3
2013,Q2,,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,24,3
2013,Q2,,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,9,3
2013,Q2,,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,52,4
2013,Q2,,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Q49,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",,,18,2
2013,Q2,,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Q50,NORTH YORKSHIRE AND HUMBER AREA TEAM,,,7,2
2013,Q2,,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,Q50,NORTH YORKSHIRE AND HUMBER AREA TEAM,,,35,7
2013,Q2,,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,Q50,NORTH YORKSHIRE AND HUMBER AREA TEAM,,,18,1
2013,Q2,,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Q50,NORTH YORKSHIRE AND HUMBER AREA TEAM,,,30,10
2013,Q2,,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Q51,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,,,12,2
2013,Q2,,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Q51,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,,,26,5
2013,Q2,,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Q51,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,,,7,1
2013,Q2,,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Q51,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,,,30,8
2013,Q2,,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Q51,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,,,11,2
2013,Q2,,RCF,AIREDALE NHS FOUNDATION TRUST,Q52,WEST YORKSHIRE AREA TEAM,,,8,0
2013,Q2,,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Q52,WEST YORKSHIRE AREA TEAM,,,21,1
2013,Q2,,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Q52,WEST YORKSHIRE AREA TEAM,,,18,4
2013,Q2,,NTP23,ECCLESHILL NHS TREATMENT CENTRE,Q52,WEST YORKSHIRE AREA TEAM,,,3,3
2013,Q2,,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Q52,WEST YORKSHIRE AREA TEAM,,,55,9
2013,Q2,,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Q52,WEST YORKSHIRE AREA TEAM,,,25,6
2013,Q2,,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Q53,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",,,9,3
2013,Q2,,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Q53,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",,,10,4
2013,Q2,,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Q53,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",,,32,5
2013,Q2,,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Q53,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",,,23,5
2013,Q2,,RLQ,WYE VALLEY NHS TRUST,Q53,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",,,8,0
2013,Q2,,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,12,0
2013,Q2,,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,1,1
2013,Q2,,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,3,0
2013,Q2,,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,29,5
2013,Q2,,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,29,14
2013,Q2,,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,17,5
2013,Q2,,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,10,0
2013,Q2,,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,16,2
2013,Q2,,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,37,10
2013,Q2,,RBK,WALSALL HEALTHCARE NHS TRUST,Q54,BIRMINGHAM AND THE BLACK COUNTRY AREA TEAM,,,14,2
2013,Q2,,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Q55,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,,,13,1
2013,Q2,,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,Q55,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,,,35,11
2013,Q2,,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Q55,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,,,5,5
2013,Q2,,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Q55,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,,,52,4
2013,Q2,,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Q55,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,,,15,0
2013,Q2,,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,36,7
2013,Q2,,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,Q56,EAST ANGLIA AREA TEAM,,,0,0
2013,Q2,,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,Q56,EAST ANGLIA AREA TEAM,,,14,7
2013,Q2,,RGQ,IPSWICH HOSPITAL NHS TRUST,Q56,EAST ANGLIA AREA TEAM,,,18,6
2013,Q2,,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,10,0
2013,Q2,,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,29,9
2013,Q2,,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Q56,EAST ANGLIA AREA TEAM,,,4,1
2013,Q2,,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,5,0
2013,Q2,,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,Q56,EAST ANGLIA AREA TEAM,,,29,11
