"year","period_end","org_code","org_name","total_on_beds_available","general_acute_on_beds_available","learn_disabil_on_beds_available","maternity_on_beds_available","mental_illness_on_beds_available","total_on_beds_occupied","general_acute_on_beds_occupied","learn_disabil_on_beds_occupied","maternity_on_beds_occupied","mental_illness_on_beds_occupied","total_on_beds_percent_occupied","general_acute_on_beds_percent_occupied","learn_disabil_on_beds_percent_occupied","maternity_on_beds_percent_occupied","mental_illness_on_beds_percent_occupied","quarter","total_day_beds_available","general_acute_day_beds_available","learn_disabil_day_beds_available","maternity_day_beds_available","mental_illness_day_beds_available","total_day_beds_occupied","general_acute_day_beds_occupied","learn_disabil_day_beds_occupied","maternity_day_beds_occupied","mental_illness_day_beds_occupied","total_day_beds_percent_occupied","general_acute_day_beds_percent_occupied","learn_disabil_day_beds_percent_occupied","maternity_day_beds_percent_occupied","mental_illness_day_beds_percent_occupied"
"2016","September","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",755,721,0,34,0,602.532608695652,586.228260869565,0,16.304347826087,0,0.79805643535848,0.813076644756679,NA,0.479539641943734,NA,"Q2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2016","December","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",765.586956521739,731.586956521739,0,34,0,629.869565217391,613.782608695652,0,16.0869565217391,0,0.822727659936962,0.838974237066532,NA,0.473145780051151,NA,"Q3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2016","March","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",763,729,0,34,0,624.461538461538,605.197802197802,0,19.2637362637363,0,0.818429277144873,0.830175311656793,NA,0.566580478345184,NA,"Q4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2017","June","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",762.45054945055,728.45054945055,0,34,0,596.956043956044,582.571428571429,0,14.3846153846154,0,0.782943948805903,0.799740530103034,NA,0.423076923076923,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2017","September","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",762.521739130435,728.521739130435,0,34,0,579.141304347826,563.521739130435,0,15.6195652173913,0,0.759507925647166,0.773513965146813,NA,0.459398976982097,NA,"Q2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2017","December","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",758.402173913043,724.402173913043,0,34,0,606.79347826087,590.20652173913,0,16.5869565217391,0,0.800094592464134,0.814749793682947,NA,0.487851662404092,NA,"Q3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2017","March","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",759.9,725.9,0,34,0,649.977777777778,635.722222222222,0,14.2555555555556,0,0.855346463715986,0.875771073456705,NA,0.419281045751634,NA,"Q4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2018","June","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",740.252747252747,706.252747252747,0,34,0,603.472527472527,587.098901098901,0,16.3736263736264,0,0.815224975134718,0.831287245795018,NA,0.481577246283129,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2018","September","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",759.673913043478,725.673913043478,0,34,0,595.076086956522,577.673913043478,0,17.4021739130435,0,0.783330948633567,0.796051646146011,NA,0.511828644501279,NA,"Q2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2018","December","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",761,727,0,34,0,598.119565217391,582.858695652174,0,15.2608695652174,0,0.785965263097755,0.801731355780157,NA,0.448849104859335,NA,"Q3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2018","March","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",772,738,0,34,0,656.622222222222,638.633333333333,0,17.9888888888889,0,0.850546919976972,0.865356820234869,NA,0.529084967320261,NA,"Q4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2019","March","RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",761,727,0,34,0,643.833333333333,630.488888888889,0,13.3444444444444,0,0.846035917652212,0.867247440012227,NA,0.392483660130719,NA,"Q4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2010","June","RLQ","HEREFORD HOSPITALS NHS TRUST",261.714285714286,240.659340659341,0,21.0549450549451,0,250.373626373626,235.725274725275,0,14.6483516483516,0,0.95666778636211,0.979497716894977,NA,0.695720250521921,NA,"Q1",13.7912087912088,13.7912087912088,0,0,0,9.67032967032967,9.67032967032967,0,0,0,0.701195219123506,0.701195219123506,NA,NA,NA
"2010","September","RLQ","HEREFORD HOSPITALS NHS TRUST",261,240,0,21,0,236.04347826087,221.728260869565,0,14.3152173913043,0,0.904381142761952,0.923867753623188,NA,0.68167701863354,NA,"Q2",14,14,0,0,0,8.25,8.25,0,0,0,0.589285714285714,0.589285714285714,NA,NA,NA
"2010","December","RLQ","WYE VALLEY NHS TRUST",261,240,0,21,0,249.29347826087,233.45652173913,0,15.8369565217391,0,0.955147426286857,0.972735507246377,NA,0.754140786749482,NA,"Q3",14,14,0,0,0,11.5760869565217,11.5760869565217,0,0,0,0.826863354037267,0.826863354037267,NA,NA,NA
"2011","June","RLQ","WYE VALLEY NHS TRUST",261,240,0,21,0,224.175824175824,209.78021978022,0,14.3956043956044,0,0.85891120373879,0.874084249084249,NA,0.685504971219257,NA,"Q1",14,14,0,0,0,9.57142857142857,9.57142857142857,0,0,0,0.683673469387755,0.683673469387755,NA,NA,NA
"2011","September","RLQ","WYE VALLEY NHS TRUST",245,224,0,21,0,227.152173913043,211.619565217391,0,15.5326086956522,0,0.92715173025732,0.944730201863354,NA,0.739648033126294,NA,"Q2",14,14,0,0,0,6.97826086956522,6.97826086956522,0,0,0,0.498447204968944,0.498447204968944,NA,NA,NA
"2011","December","RLQ","WYE VALLEY NHS TRUST",260,239,0,21,0,237.20652173913,224.489130434783,0,12.7173913043478,0,0.912332775919732,0.93928506458068,NA,0.605590062111801,NA,"Q3",14,14,0,0,0,9.70652173913044,9.70652173913044,0,0,0,0.69332298136646,0.69332298136646,NA,NA,NA
"2011","March","RLQ","WYE VALLEY NHS TRUST",261,240,0,21,0,235.977777777778,220.911111111111,0,15.0666666666667,0,0.904129416773095,0.920462962962963,NA,0.717460317460317,NA,"Q4",14,14,0,0,0,8.58888888888889,8.58888888888889,0,0,0,0.613492063492063,0.613492063492063,NA,NA,NA
"2012","June","RLQ","WYE VALLEY NHS TRUST",260,239,0,21,0,244.692307692308,233.604395604396,0,11.0879120879121,0,0.94112426035503,0.977424249390777,NA,0.527995813710099,NA,"Q1",15,15,0,0,0,14.010989010989,14.010989010989,0,0,0,0.934065934065934,0.934065934065934,NA,NA,NA
"2012","September","RLQ","WYE VALLEY NHS TRUST",245,224,0,21,0,217.760869565217,203.891304347826,0,13.8695652173913,0,0.888819875776398,0.910229037267081,NA,0.660455486542443,NA,"Q2",15,15,0,0,0,7.45652173913043,7.45652173913043,0,0,0,0.497101449275362,0.497101449275362,NA,NA,NA
"2012","December","RLQ","WYE VALLEY NHS TRUST",243,222,0,21,0,221.347826086957,209.347826086957,0,12,0,0.910896403650027,0.943008225616921,NA,0.571428571428571,NA,"Q3",15,15,0,0,0,8.57608695652174,8.57608695652174,0,0,0,0.571739130434783,0.571739130434783,NA,NA,NA
"2012","March","RLQ","WYE VALLEY NHS TRUST",260,239,0,21,0,244.692307692308,233.604395604396,0,11.0879120879121,0,0.94112426035503,0.977424249390777,NA,0.527995813710099,NA,"Q4",15,15,0,0,0,14.010989010989,14.010989010989,0,0,0,0.934065934065934,0.934065934065934,NA,NA,NA
"2013","June","RLQ","WYE VALLEY NHS TRUST",243,222,0,21,0,226.879120879121,215.56043956044,0,11.3186813186813,0,0.933658933658934,0.970992970992971,NA,0.53898482469911,NA,"Q1",20,20,0,0,0,14.0769230769231,14.0769230769231,0,0,0,0.703846153846154,0.703846153846154,NA,NA,NA
"2013","September","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,225.336956521739,212.95652173913,0,12.3804347826087,0,0.942832454065854,0.959263611437524,NA,0.728260869565217,NA,"Q2",20,20,0,0,0,13.9891304347826,13.9891304347826,0,0,0,0.69945652173913,0.69945652173913,NA,NA,NA
"2013","December","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,225.760869565217,213.423913043478,0,12.3369565217391,0,0.944606148808441,0.961368977673325,NA,0.725703324808184,NA,"Q3",20,20,0,0,0,8.77173913043478,8.77173913043478,0,0,0,0.438586956521739,0.438586956521739,NA,NA,NA
"2013","March","RLQ","WYE VALLEY NHS TRUST",243,222,0,21,0,232.966666666667,219.711111111111,0,13.2555555555556,0,0.958710562414266,0.98968968968969,NA,0.631216931216931,NA,"Q4",20,20,0,0,0,16.8888888888889,16.8888888888889,0,0,0,0.844444444444444,0.844444444444444,NA,NA,NA
"2014","June","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,225.164835164835,213.065934065934,0,12.0989010989011,0,0.942112281024415,0.95975645975646,NA,0.711700064641241,NA,"Q1",20,20,0,0,0,7.30769230769231,7.30769230769231,0,0,0,0.365384615384615,0.365384615384615,NA,NA,NA
"2014","September","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,222.380434782609,210.510869565217,0,11.8695652173913,0,0.93046207022012,0.948247160203682,NA,0.698209718670077,NA,"Q2",20,20,0,0,0,6.59782608695652,6.59782608695652,0,0,0,0.329891304347826,0.329891304347826,NA,NA,NA
"2014","December","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,220.326086956522,208.25,0,12.0760869565217,0,0.92186647262143,0.938063063063063,NA,0.710358056265985,NA,"Q3",20,20,0,0,0,6.79347826086957,6.79347826086957,0,0,0,0.339673913043478,0.339673913043478,NA,NA,NA
"2014","March","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,230.755555555556,217.311111111111,0,13.4444444444444,0,0.965504416550442,0.978878878878879,NA,0.790849673202614,NA,"Q4",20,20,0,0,0,6.8,6.8,0,0,0,0.34,0.34,NA,NA,NA
"2015","June","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,221.494505494505,209.175824175824,0,12.3186813186813,0,0.926755253115086,0.942233442233442,NA,0.724628312863607,NA,"Q1",8.5054945054945,8.5054945054945,0,0,0,7.41758241758242,7.41758241758242,0,0,0,0.872093023255814,0.872093023255814,NA,NA,NA
"2015","September","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,219.597826086957,205.554347826087,0,14.0434782608696,0,0.91881935601237,0.925920485703094,NA,0.826086956521739,NA,"Q2",10,10,0,0,0,8.42391304347826,8.42391304347826,0,0,0,0.842391304347826,0.842391304347826,NA,NA,NA
"2015","December","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,228.326086956522,215.260869565217,0,13.0652173913043,0,0.95533927596871,0.969643556600078,NA,0.768542199488491,NA,"Q3",14,14,0,0,0,7.72826086956522,7.72826086956522,0,0,0,0.552018633540373,0.552018633540373,NA,NA,NA
"2015","March","RLQ","WYE VALLEY NHS TRUST",239,222,0,17,0,226.366666666667,213.988888888889,0,12.3777777777778,0,0.947140864714087,0.963913913913914,NA,0.728104575163399,NA,"Q4",20,20,0,0,0,7.93333333333333,7.93333333333333,0,0,0,0.396666666666667,0.396666666666667,NA,NA,NA
"2016","June","RLQ","WYE VALLEY NHS TRUST",283.021978021978,266.021978021978,0,17,0,259.505494505494,245.593406593407,0,13.9120879120879,0,0.916909337992623,0.923207204230007,NA,0.81835811247576,NA,"Q1",14.2857142857143,14.2857142857143,0,0,0,9.56043956043956,9.56043956043956,0,0,0,0.669230769230769,0.669230769230769,NA,NA,NA
"2016","September","RLQ","WYE VALLEY NHS TRUST",282.576086956522,265.576086956522,0,17,0,260.467391304348,246.630434782609,0,13.8369565217391,0,0.921760203100358,0.928662055416854,NA,0.813938618925831,NA,"Q2",14.3478260869565,14.3478260869565,0,0,0,8.73913043478261,8.73913043478261,0,0,0,0.609090909090909,0.609090909090909,NA,NA,NA
"2016","December","RLQ","WYE VALLEY NHS TRUST",285.010869565217,268.010869565217,0,17,0,260.239130434783,245.858695652174,0,14.3804347826087,0,0.913084931924793,0.917345986940828,NA,0.845907928388747,NA,"Q3",14.1304347826087,14.1304347826087,0,0,0,8.64130434782609,8.64130434782609,0,0,0,0.611538461538462,0.611538461538462,NA,NA,NA
"2016","March","RLQ","WYE VALLEY NHS TRUST",283.120879120879,266.120879120879,0,17,0,268.043956043956,254.384615384615,0,13.6593406593407,0,0.946747399472132,0.955898748812817,NA,0.803490627020039,NA,"Q4",14.2857142857143,14.2857142857143,0,0,0,9.92307692307692,9.92307692307692,0,0,0,0.694615384615385,0.694615384615385,NA,NA,NA
"2017","June","RLQ","WYE VALLEY NHS TRUST",281.89010989011,264.89010989011,0,17,0,251.736263736264,239.549450549451,0,12.1868131868132,0,0.893029783252768,0.904335200165941,NA,0.716871363930187,NA,"Q1",14.2857142857143,14.2857142857143,0,0,0,7.98901098901099,7.98901098901099,0,0,0,0.559230769230769,0.559230769230769,NA,NA,NA
"2017","September","RLQ","WYE VALLEY NHS TRUST",279.891304347826,262.891304347826,0,17,0,241.271739130435,230.586956521739,0,10.6847826086957,0,0.862019417475728,0.877118994459605,NA,0.628516624040921,NA,"Q2",14.1304347826087,14.1304347826087,0,0,0,6.51086956521739,6.51086956521739,0,0,0,0.460769230769231,0.460769230769231,NA,NA,NA
"2017","December","RLQ","WYE VALLEY NHS TRUST",282.826086956522,265.826086956522,0,17,0,247.445652173913,238.423913043478,0,9.02173913043478,0,0.874903920061491,0.896916912005234,NA,0.530690537084399,NA,"Q3",14.1304347826087,14.1304347826087,0,0,0,9.82608695652174,9.82608695652174,0,0,0,0.695384615384615,0.695384615384615,NA,NA,NA
"2017","March","RLQ","WYE VALLEY NHS TRUST",285.722222222222,268.722222222222,0,17,0,265.633333333333,252.8,0,12.8333333333333,0,0.929690841921058,0.940748397767211,NA,0.754901960784314,NA,"Q4",14.4444444444444,14.4444444444444,0,0,0,12.6666666666667,12.6666666666667,0,0,0,0.876923076923077,0.876923076923077,NA,NA,NA
"2018","June","RLQ","WYE VALLEY NHS TRUST",284.824175824176,267.824175824176,0,17,0,248.857142857143,240.186813186813,0,8.67032967032967,0,0.873721980014661,0.896807812243558,NA,0.510019392372334,NA,"Q1",11.4285714285714,11.4285714285714,0,0,0,8.45054945054945,8.45054945054945,0,0,0,0.739423076923077,0.739423076923077,NA,NA,NA
"2018","September","RLQ","WYE VALLEY NHS TRUST",285.54347826087,268.54347826087,0,17,0,251.054347826087,241.434782608696,0,9.6195652173913,0,0.879215835553864,0.89905286165304,NA,0.565856777493606,NA,"Q2",14.1304347826087,14.1304347826087,0,0,0,12.6630434782609,12.6630434782609,0,0,0,0.896153846153846,0.896153846153846,NA,NA,NA
"2018","December","RLQ","WYE VALLEY NHS TRUST",264.130434782609,247.130434782609,0,17,0,238.032608695652,229.086956521739,0,8.94565217391304,0,0.90119341563786,0.926988036593948,NA,0.526214833759591,NA,"Q3",17.1739130434783,17.1739130434783,0,0,0,9.57608695652174,9.57608695652174,0,0,0,0.557594936708861,0.557594936708861,NA,NA,NA
"2018","March","RLQ","WYE VALLEY NHS TRUST",286.544444444444,269.544444444444,0,17,0,256.988888888889,247.711111111111,0,9.27777777777778,0,0.896855248361705,0.918999134341894,NA,0.545751633986928,NA,"Q4",11.5555555555556,11.5555555555556,0,0,0,9.76666666666667,9.76666666666667,0,0,0,0.845192307692308,0.845192307692308,NA,NA,NA
"2019","June","RLQ","WYE VALLEY NHS TRUST",279.164835164835,262.164835164835,0,17,0,244.472527472527,234.736263736264,0,9.73626373626374,0,0.875728231774524,0.895376619021671,NA,0.572721396250808,NA,"Q1",17.3626373626374,17.3626373626374,0,0,0,9.65934065934066,9.65934065934066,0,0,0,0.556329113924051,0.556329113924051,NA,NA,NA
"2019","September","RLQ","WYE VALLEY NHS TRUST",269.760869565217,252.760869565217,0,17,0,241,231.967391304348,0,9.03260869565217,0,0.893383834313805,0.917734583297497,NA,0.531329923273657,NA,"Q2",16.7391304347826,16.7391304347826,0,0,0,10.4130434782609,10.4130434782609,0,0,0,0.622077922077922,0.622077922077922,NA,NA,NA
"2019","December","RLQ","WYE VALLEY NHS TRUST",275.304347826087,258.304347826087,0,17,0,253.141304347826,244.673913043478,0,8.46739130434783,0,0.919496209728364,0.947231105874432,NA,0.498081841432225,NA,"Q3",16.7391304347826,16.7391304347826,0,0,0,9.28260869565217,9.28260869565217,0,0,0,0.554545454545455,0.554545454545455,NA,NA,NA
"2019","March","RLQ","WYE VALLEY NHS TRUST",285.366666666667,268.366666666667,0,17,0,256.188888888889,247.144444444444,0,9.04444444444444,0,0.897753377720671,0.920920796588416,NA,0.53202614379085,NA,"Q4",17.5555555555556,17.5555555555556,0,0,0,9.78888888888889,9.78888888888889,0,0,0,0.557594936708861,0.557594936708861,NA,NA,NA
"2020","June","RLQ","WYE VALLEY NHS TRUST",254.373626373626,237.373626373626,0,17,0,150.846153846154,143.846153846154,0,7,0,0.59301019526525,0.605990463404472,NA,0.411764705882353,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2020","September","RLQ","WYE VALLEY NHS TRUST",261.315217391304,244.315217391304,0,17,0,192.510869565217,185.315217391304,0,7.19565217391304,0,0.736699804500645,0.758508697779953,NA,0.423273657289003,NA,"Q2",0.434782608695652,0.434782608695652,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2020","December","RLQ","WYE VALLEY NHS TRUST",261.119565217391,244.119565217391,0,17,0,210.347826086957,203.152173913043,0,7.19565217391304,0,0.805561337051992,0.832183089184737,NA,0.423273657289003,NA,"Q3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2020","March","RLQ","WYE VALLEY NHS TRUST",272.384615384615,255.384615384615,0,17,0,236.923076923077,228.934065934066,0,7.98901098901099,0,0.869810787913019,0.896428571428571,NA,0.469941822882999,NA,"Q4",18.6813186813187,18.6813186813187,0,0,0,8.6043956043956,8.6043956043956,0,0,0,0.460588235294118,0.460588235294118,NA,NA,NA
"2021","June","RLQ","WYE VALLEY NHS TRUST",257.285714285714,240.285714285714,0,17,0,190.967032967033,181.56043956044,0,9.40659340659341,0,0.742237218639218,0.755602304948322,NA,0.553329023917259,NA,"Q1",12.5274725274725,12.5274725274725,0,0,0,4.26373626373626,4.26373626373626,0,0,0,0.340350877192982,0.340350877192982,NA,NA,NA
"2021","September","RLQ","WYE VALLEY NHS TRUST",257.282608695652,240.282608695652,0,17,0,194.108695652174,184.717391304348,0,9.39130434782609,0,0.754457118715674,0.768750565457342,NA,0.552429667519182,NA,"Q2",15.6521739130435,15.6521739130435,0,0,0,5.97826086956522,5.97826086956522,0,0,0,0.381944444444444,0.381944444444444,NA,NA,NA
"2021","December","RLQ","WYE VALLEY NHS TRUST",258.304347826087,241.304347826087,0,17,0,188.869565217391,179.836956521739,0,9.03260869565217,0,0.731190035347585,0.74527027027027,NA,0.531329923273657,NA,"Q3",13.4782608695652,13.4782608695652,0,0,0,5.32608695652174,5.32608695652174,0,0,0,0.395161290322581,0.395161290322581,NA,NA,NA
"2021","March","RLQ","WYE VALLEY NHS TRUST",261.011111111111,244.011111111111,0,17,0,210.288888888889,201.888888888889,0,8.4,0,0.805670256694053,0.827375802559082,NA,0.494117647058824,NA,"Q4",0.888888888888889,0.888888888888889,0,0,0,0.0666666666666667,0.0666666666666667,0,0,0,0.075,0.075,NA,NA,NA
"2022","June","RLQ","WYE VALLEY NHS TRUST",289.505494505494,272.505494505494,0,17,0,263.43956043956,255,0,8.43956043956044,0,0.909963940026571,0.935760948463586,NA,0.496444731738849,NA,"Q1",12.0879120879121,12.0879120879121,0,0,0,3.85714285714286,3.85714285714286,0,0,0,0.319090909090909,0.319090909090909,NA,NA,NA
"2022","September","RLQ","WYE VALLEY NHS TRUST",290.510869565217,273.510869565217,0,17,0,264.728260869565,256.217391304348,0,8.51086956521739,0,0.91125079507614,0.936772244962842,NA,0.500639386189258,NA,"Q2",16.304347826087,16.304347826087,0,0,0,6.76086956521739,6.76086956521739,0,0,0,0.414666666666667,0.414666666666667,NA,NA,NA
"2022","December","RLQ","WYE VALLEY NHS TRUST",297.652173913043,280.652173913043,0,17,0,278.673913043478,269.163043478261,0,9.51086956521739,0,0.93624014022787,0.959062742060418,NA,0.559462915601023,NA,"Q3",13.0434782608696,13.0434782608696,0,0,0,3.43478260869565,3.43478260869565,0,0,0,0.263333333333333,0.263333333333333,NA,NA,NA
"2022","March","RLQ","WYE VALLEY NHS TRUST",336.355555555556,319.355555555556,0,17,0,224.766666666667,216.988888888889,0,7.77777777777778,0,0.668241279069767,0.679458631967156,NA,0.457516339869281,NA,"Q4",4.88888888888889,4.88888888888889,0,0,0,0.822222222222222,0.822222222222222,0,0,0,0.168181818181818,0.168181818181818,NA,NA,NA
"2023","June","RLQ","WYE VALLEY NHS TRUST",303.604395604396,286.604395604396,0,17,0,270.252747252747,263.967032967033,0,6.28571428571429,0,0.89014767627045,0.921015298493156,0,0.369747899159664,NA,"Q1",14.5054945054945,14.5054945054945,0,0,0,5.48351648351648,5.48351648351648,0,0,0,0.378030303030303,0.378030303030303,NA,NA,NA
"2023","September","RLQ","WYE VALLEY NHS TRUST",303.152173913043,286.152173913043,0,17,0,278.217391304348,269.130434782609,0,9.08695652173913,0,0.917748296880602,0.940515080148902,NA,0.534526854219949,NA,"Q2",15.2173913043478,15.2173913043478,0,0,0,5.01086956521739,5.01086956521739,0,0,0,0.329285714285714,0.329285714285714,NA,NA,NA
"2023","December","RLQ","WYE VALLEY NHS TRUST",306.217391304348,289.217391304348,0,17,0,289.804347826087,280.619565217391,0,9.18478260869565,0,0.946400681527758,0.970272098616957,NA,0.540281329923274,NA,"Q3",15.8695652173913,15.8695652173913,0,0,0,6.05434782608696,6.05434782608696,0,0,0,0.381506849315068,0.381506849315068,NA,NA,NA
"2023","March","RLQ","WYE VALLEY NHS TRUST",301.677777777778,284.677777777778,0,17,0,279.355555555556,270.466666666667,0,8.88888888888889,0,0.926006408603735,0.950080012489754,NA,0.522875816993464,NA,"Q4",12.8888888888889,12.8888888888889,0,0,0,3.65555555555556,3.65555555555556,0,0,0,0.283620689655172,0.283620689655172,NA,NA,NA
"2024","June","RLQ","WYE VALLEY NHS TRUST",312.241758241758,295.241758241758,0,17,0,304.087912087912,295.241758241758,0,8.84615384615385,0,0.973886112479764,1,0,0.520361990950226,NA,"Q1",16.4835164835165,16.4835164835165,0,0,0,5.24175824175824,5.24175824175824,0,0,0,0.318,0.318,NA,NA,NA
"2024","September","RLQ","WYE VALLEY NHS TRUST",301.760869565217,284.760869565217,0,17,0,286.684782608696,277.95652173913,0,8.72826086956522,0,0.950039622505583,0.976105046186732,NA,0.513427109974425,NA,"Q2",4.78260869565217,4.78260869565217,0,0,0,1.30434782608696,1.30434782608696,0,0,0,0.272727272727273,0.272727272727273,NA,NA,NA
"2024","March","RLQ","WYE VALLEY NHS TRUST",315.725274725275,298.725274725275,0,17,0,308.032967032967,298.725274725275,0,9.30769230769231,0,0.975636072534892,1,NA,0.547511312217195,NA,"Q4",17.1428571428571,17.1428571428571,0,0,0,5.47252747252747,5.47252747252747,0,0,0,0.319230769230769,0.319230769230769,NA,NA,NA
"2010","June","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",351.483516483516,334.923076923077,0,16.5604395604396,0,312.131868131868,298.142857142857,0,13.989010989011,0,0.888041269345005,0.890183082879454,NA,0.844724618447246,NA,"Q1",12.032967032967,12.032967032967,0,0,0,12.032967032967,12.032967032967,0,0,0,1,1,NA,NA,NA
"2010","September","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",348.641304347826,331.282608695652,0,17.3586956521739,0,301.673913043478,286.586956521739,0,15.0869565217391,0,0.865284489477786,0.86508301069624,NA,0.869129618033813,NA,"Q2",11.9021739130435,11.9021739130435,0,0,0,11.9021739130435,11.9021739130435,0,0,0,1,1,NA,NA,NA
"2010","December","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",348.336956521739,333.260869565217,0,15.0760869565217,0,339.478260869565,324.717391304348,0,14.7608695652174,0,0.974568602365276,0.974363992172211,NA,0.979091564527758,NA,"Q3",11.9021739130435,11.9021739130435,0,0,0,11.9021739130435,11.9021739130435,0,0,0,1,1,NA,NA,NA
"2011","June","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",323.582417582418,308.692307692308,0,14.8901098901099,0,297.274725274725,283.516483516484,0,13.7582417582418,0,0.918698634789105,0.918443629632267,NA,0.923985239852399,NA,"Q1",12.032967032967,12.032967032967,0,0,0,12.032967032967,12.032967032967,0,0,0,1,1,NA,NA,NA
"2011","September","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",336.282608695652,317.271739130435,0,19.0108695652174,0,273.184782608696,257.652173913043,0,15.5326086956522,0,0.812366668821514,0.81208674500668,NA,0.817038307604345,NA,"Q2",11.9347826086957,11.9347826086957,0,0,0,11.9347826086957,11.9347826086957,0,0,0,1,1,NA,NA,NA
"2011","December","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",334.032608695652,317.271739130435,0,16.7608695652174,0,292.04347826087,277.728260869565,0,14.3152173913043,0,0.874296313169113,0.875364006988934,NA,0.85408560311284,NA,"Q3",11.9021739130435,11.9021739130435,0,0,0,11.9021739130435,11.9021739130435,0,0,0,1,1,NA,NA,NA
"2011","March","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",356.822222222222,340.666666666667,0,16.1555555555556,0,313.844444444444,299.544444444444,0,14.3,0,0.879554088559507,0.879288975864318,NA,0.885144429160935,NA,"Q4",12.1666666666667,12.1666666666667,0,0,0,12.1666666666667,12.1666666666667,0,0,0,1,1,NA,NA,NA
"2012","June","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",338.142857142857,321.879120879121,0,16.2637362637363,0,289.659340659341,275.725274725275,0,13.9340659340659,0,0.856618244450944,0.856611245775153,NA,0.856756756756757,NA,"Q1",12.032967032967,12.032967032967,0,0,0,12.032967032967,12.032967032967,0,0,0,1,1,NA,NA,NA
"2012","September","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",335.554347826087,318.380434782609,0,17.1739130434783,0,288.391304347826,273.630434782609,0,14.7608695652174,0,0.859447377797933,0.859444880680072,NA,0.859493670886076,NA,"Q2",11.9021739130435,11.9021739130435,0,0,0,11.9021739130435,11.9021739130435,0,0,0,1,1,NA,NA,NA
"2012","December","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",317.652173913043,300.532608695652,0,17.1195652173913,0,280.95652173913,265.815217391304,0,15.1413043478261,0,0.88447851081303,0.884480451372563,NA,0.884444444444444,NA,"Q3",11.9021739130435,11.9021739130435,0,0,0,11.9021739130435,11.9021739130435,0,0,0,1,1,NA,NA,NA
"2012","March","RLT","GEORGE ELIOT HOSPITAL NHS TRUST",352.538461538462,337.120879120879,0,15.4175824175824,0,299.78021978022,286.615384615385,0,13.1648351648352,0,0.850347557744459,0.850185800899668,NA,0.853884533143264,NA,"Q4",12.032967032967,12.032967032967,0,0,0,12.032967032967,12.032967032967,0,0,0,1,1,NA,NA,NA
